Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
11441,King's Field (Japan),PS,1994,Role-Playing,From Software,0.08
3437,Kirby's Dream Course,SNES,1994,Sports,Nintendo,0.59
5674,Live A Live,SNES,1994,Role-Playing,SquareSoft,0.32
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Role-Playing,Game Arts,0.14
11672,Majin Tensei,SNES,1994,Role-Playing,Atlus,0.08
655,Monopoly,"PC,Wii,PS,X360,PS2,PS3,DS,N64",1994,Misc,Hasbro Interactive,7.7
1223,Mortal Kombat 3,"SNES,GEN,PS",1994,Fighting,Acclaim Entertainment,3.42
12080,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.07
522,Myst,"PC,DS,PS,SAT,PSP",1994,Adventure,Red Orb,3.06
1843,NBA Jam Tournament Edition,"GEN,SNES,PS",1994,Sports,Acclaim Entertainment,2.37
4390,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.45
5535,Parodius,"PS,SAT",1994,Shooter,Konami Digital Entertainment,0.5
15259,Pebble Beach Golf Links,SAT,1994,Sports,Sega,0.02
10038,Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.11
14419,Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0.03
12572,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0.06
12353,Robotica,SAT,1994,Shooter,Sega,0.06
3783,Romance of the Three Kingdoms IV: Wall of Fire,"SNES,PS",1994,Strategy,Tecmo Koei,0.66
4817,Samurai Shodown,"SNES,NG",1994,Fighting,Takara,0.47
6683,Samurai Shodown II,NG,1994,Fighting,SNK,0.25
7555,Samurai Spirits (CD),NG,1994,Fighting,SNK,0.2
8641,Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0.16
7964,SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0.19
5149,Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0.37
9016,Shining Force CD,SCD,1994,Strategy,Sega,0.14
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.27
9846,Slayers,SNES,1994,Role-Playing,Banpresto,0.12
954,Sonic & Knuckles,GEN,1994,Platform,Sega,1.82
993,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.76
876,Star Wars: Dark Forces,"PC,PS",1994,Shooter,LucasArts,2.5
15258,Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0.02
2539,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.81
2908,Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0.7
4962,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0.39
5175,Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0.36
5117,Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0.37
185,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,5.19
1362,Super Metroid,SNES,1994,Action,Nintendo,1.42
2291,Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0.91
5496,Super Power League 2,SNES,1994,Sports,Hudson Soft,0.33
5144,Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0.37
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.03
9719,The King of Fighters '94,NG,1994,Fighting,SNK,0.12
7047,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.23
3507,Theme Park,"PS,SAT,DS",1994,Simulation,Electronic Arts,0.72
6370,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.27
7949,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.19
1925,Virtua Fighter,SAT,1994,Fighting,Sega,1.07
6475,Virtua Racing,GEN,1994,Racing,Sega,0.26
808,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,2.08
7649,Wing Arms,SAT,1994,Shooter,Sega,0.2
4524,Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0.43
15690,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0.02
12540,Worldwide Soccer,SAT,1994,Sports,Sega,0.06
5819,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0.31
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0.08
5168,Zero4 Champ RR,SNES,1994,Sports,Media Rings,0.36
12587,3D Lemmings,PS,1995,Puzzle,Psygnosis,0.06
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.06
11531,A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.08
9209,Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.14
952,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,1.83
14930,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0.02
15317,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.02
1842,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,1.11
13171,Baku Baku,SAT,1995,Puzzle,Sega,0.05
3987,Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.5
2892,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.71
14694,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0.03
3522,Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.57
11357,Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,0.08
5856,Blazing Heroes,SAT,1995,Role-Playing,Sega,0.3
13257,Block Kuzushi,SNES,1995,Puzzle,Pow,0.05
5247,Boxer's Road,PS,1995,Fighting,New,0.36
12348,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.06
7683,Bust-A-Move 2 Arcade Edition,"PS,N64",1995,Puzzle,Acclaim Entertainment,0.28
14810,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0.03
10380,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.11
11049,Castlevania Dracula X,SNES,1995,Platform,Konami Digital Entertainment,0.09
690,Chrono Trigger,"SNES,DS",1995,Role-Playing,SquareSoft,3.78
7922,College Slam,PS,1995,Sports,Acclaim Entertainment,0.19
9243,Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.14
4672,Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0.42
11239,Cyberia,PS,1995,Action,Interplay,0.09
10418,D,PS,1995,Adventure,Acclaim Entertainment,0.11
5050,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0.38
14505,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.03
10590,Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0.1
14744,Darius II,SAT,1995,Shooter,Taito,0.03
9259,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.14
12127,DefCon 5,PS,1995,Shooter,Psygnosis,0.07
10748,Derby Jockey 2,SNES,1995,Sports,Asmik Corp,0.1
1773,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,1.15
2304,Destruction Derby,PS,1995,Racing,Psygnosis,0.9
9642,Detana TwinBee Yahho! Deluxe Pack,"SAT,PS",1995,Shooter,Konami Digital Entertainment,0.22
9470,Disruptor,PS,1995,Shooter,Interplay,0.13
14907,Doki Oki,PS,1995,Adventure,Banpresto,0.03
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,5.15
12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0.06
9225,Doukyuusei,TG16,1995,Adventure,NEC,0.14
7387,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0.21
10410,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0.11
11061,Dragon Ball Z: Shin Butouden,SAT,1995,Fighting,Namco Bandai Games,0.09
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,3.19
9164,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.14
5642,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.32
14432,Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0.03
5922,Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0.3
8627,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.16
4823,Fighting Vipers,SAT,1995,Fighting,Sega,0.4
6401,Final Doom,PS,1995,Shooter,GT Interactive,0.27
3374,Front Mission,"SNES,DS",1995,Strategy,SquareSoft,0.64
5830,Gameboy Gallery,GB,1995,Misc,Nintendo,0.3
5716,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0.31
2378,Gex,PS,1995,Platform,Crystal Dynamics,0.87
15538,Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0.02
13547,Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.04
11621,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0.08
10514,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0.1
5974,Guardian Heroes,SAT,1995,Role-Playing,Sega,0.29
12794,Gunbird,SAT,1995,Shooter,Atlus,0.06
7839,GunGriffon,SAT,1995,Simulation,Sega,0.19
11814,Hang On GP,SAT,1995,Racing,Sega,0.07
14790,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0.03
12921,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.05
9671,High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0.12
14569,Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.03
10354,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0.11
13893,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0.04
10682,Idol Janshi Suchie-Pai Remix,SAT,1995,Misc,Jaleco,0.1
9258,In the Hunt,PS,1995,Shooter,THQ,0.14
8566,International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0.16
5374,Iron Storm,SAT,1995,Shooter,Sega,0.34
4324,J-League Excite Stage '95,SNES,1995,Sports,Epoch,0.45
8854,J-League Victory Goal,SAT,1995,Sports,Sega,0.15
13220,Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0.05
6365,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0.27
12905,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,0.05
13224,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.05
5844,Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.3
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0.22
13237,Kekkon Zenya,SAT,1995,Adventure,Shogakukan,0.05
12441,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0.06
423,Killer Instinct,SNES,1995,Fighting,Nintendo,3.2
8516,King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.16
5634,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0.32
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,2.36
14515,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0.03
11677,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.08
13333,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.05
4767,Mario no Super Picross,SNES,1995,Puzzle,Nintendo,0.41
3273,Mario's Picross,GB,1995,Puzzle,Nintendo,0.62
6194,Mega Man 7,SNES,1995,Platform,Laguna,0.28
5291,Mega Man X3,SNES,1995,Action,Laguna,0.35
13724,Metal Max Returns,SNES,1995,Role-Playing,Data East,0.04
4381,Mobile Suit Gundam,"PS,SAT",1995,Action,Namco Bandai Games,0.86
9548,Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0.13
318,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,3.84
9538,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0.13
6805,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0.24
6198,NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.28
5709,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.31
2448,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.85
6262,Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,0.28
14229,Night Head: The Labyrinth,PS,1995,Adventure,Fuji,0.03
5395,Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive,0.34
13706,Novastorm,PS,1995,Shooter,Psygnosis,0.04
8394,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.17
5118,Panzer Dragoon,SAT,1995,Shooter,Sega,0.37
5747,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0.31
6786,Panzer General,PS,1995,Strategy,Mindscape,0.24
4375,Persona,PS,1995,Role-Playing,Atlus,0.45
6924,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.24
13090,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.05
12637,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0.06
11256,Princess Maker 2,SAT,1995,Simulation,Micro Cabin,0.08
10406,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.11
16557,Psychic Detective,PS,1995,Adventure,Electronic Arts,0.01
11679,Quo Vadis,SAT,1995,Strategy,Glams,0.08
14340,Rampo,SAT,1995,Adventure,Sega,0.03
10972,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0.09
463,Rayman,PS,1995,Platform,Ubisoft,3.03
10497,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.1
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,1.07
2070,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,1
1556,Road Rash,PS,1995,Racing,Electronic Arts,1.27
14526,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.03
1523,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,1.3
11507,Samurai Shodown III,NG,1995,Fighting,SNK,0.08
7514,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0.2
1755,Sega Rally Championship,SAT,1995,Racing,Sega,1.16
2355,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0.89
9980,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0.12
9367,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0.13
10539,Shellshock,PS,1995,Action,Core Design Ltd.,0.1
5011,Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0.38
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0.33
10907,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.09
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.08
13123,Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,0.05
13460,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0.04
15482,Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,0.02
8354,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.17
12077,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.07
12357,Star Fighter,PS,1995,Shooter,Telstar,0.06
8669,StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0.16
2696,Street Fighter Alpha: Warriors' Dreams,"PS,SAT",1995,Fighting,Virgin Interactive,1.11
8237,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.17
11587,Striker 96,PS,1995,Sports,Time Warner Interactive,0.08
3354,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.6
15556,Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,0.02
4636,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0.42
6117,Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0.28
13221,Super Jinsei Game 2,SNES,1995,Misc,Takara,0.05
283,Super Mario World 2: Yoshi's Island,"SNES,GBA",1995,Platform,Nintendo,7.03
4207,Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0.47
6415,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0.27
4162,Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0.47
12109,Super Real Mahjong Graffiti,SAT,1995,Misc,Seta Corporation,0.07
7954,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0.19
2889,Tactics Ogre: Let Us Cling Together,"SNES,PSP",1995,Role-Playing,Quest,1.24
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,3.24
11530,Tempest 3X,PS,1995,Shooter,Interplay,0.08
12594,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0.06
10864,Terranigma,SNES,1995,Role-Playing,Nintendo,0.09
6141,The King of Fighters '95,"SAT,NG,PS",1995,Fighting,SNK Playmore,0.65
14759,The Perfect Golf,PS,1995,Sports,Seta Corporation,0.03
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.23
13804,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0.04
13839,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.04
3445,Tokimeki Memorial: Forever with You,"PS,SAT",1995,Simulation,Konami Digital Entertainment,0.96
1190,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.56
10338,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0.11
11876,Viewpoint,PS,1995,Shooter,Electronic Arts,0.07
3239,Virtua Cop,SAT,1995,Shooter,Sega,0.62
890,Virtua Fighter 2,SAT,1995,Fighting,Sega,1.93
10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,0.11
11271,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,Sega,0.08
10899,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0.09
9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.12
13091,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,0.05
13471,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0.04
7023,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.23
10386,Virtual Hydlide,SAT,1995,Role-Playing,Sega,0.11
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,4.21
5910,Winning Post 2,SNES,1995,Sports,Tecmo Koei,0.3
4167,WipEout,PS,1995,Action,Psygnosis,0.47
10422,Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0.1
8989,Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0.15
9607,World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.13
12801,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.06
10877,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.09
7466,X-Men: Children of the Atom,"SAT,PS",1995,Fighting,Acclaim Entertainment,0.31
13737,Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0.04
12725,Zero Divide,PS,1995,Fighting,Ocean,0.06
10686,Zero4 Champ RR-Z,SNES,1995,Racing,Media Rings,0.1
13272,Zoop,PS,1995,Puzzle,MediaQuest,0.05
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.4
14219,3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.03
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.04
4150,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.47
7829,Allied General,PS,1996,Strategy,SSI,0.19
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.31
2663,Andretti Racing,PS,1996,Racing,Electronic Arts,0.77
1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,1.05
2834,Area 51,"PS,PS2,XB",1996,Shooter,GT Interactive,1.46
13916,Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0.04
13480,Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.04
3277,Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0.62
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0.21
14192,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.03
6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.27
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,0.03
9608,Black Dawn,PS,1996,Simulation,Virgin Interactive,0.13
10738,Blast Chamber,PS,1996,Shooter,Activision,0.1
8957,Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.15
4451,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.44
14559,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0.03
10920,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.09
8373,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0.17
14521,BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.03
15304,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.02
7959,Bubsy 3D,PS,1996,Platform,Accolade,0.19
9845,Burning Road,PS,1996,Racing,FunSoft,0.12
2504,Casper,"PS,GBA",1996,Adventure,Interplay,0.84
7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0.19
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0.22
13146,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.05
3761,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.53
4866,Command & Conquer,"PS,N64",1996,Strategy,Virgin Interactive,0.67
512,Command & Conquer: Red Alert,"PC,PS",1996,Strategy,Virgin Interactive,3.26
3017,Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.67
4542,Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.43
117,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,6.82
9675,Criticom,PS,1996,Fighting,Vic Tokai,0.12
1022,Cruis'n USA,N64,1996,Racing,Nintendo,1.74
13352,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.05
3917,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0.51
9758,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.12
13675,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.04
1976,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,1.05
7799,Descent,PS,1996,Shooter,Interplay,0.19
1737,Destruction Derby 2,PS,1996,Racing,Psygnosis,1.17
1161,Diablo,"PC,PS",1996,Role-Playing,Activision,2.17
1218,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,1.54
15763,Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,0.02
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,3.51
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,2.35
6606,Doukyuusei if,SAT,1996,Role-Playing,NEC,0.26
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,"PS,SAT",1996,Fighting,Namco Bandai Games,0.34
5906,Dragon Force,SAT,1996,Strategy,Sega,0.3
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,1.36
14358,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.03
6048,DX Game of Life,PS,1996,Misc,Takara,0.29
4713,E0: Enemy Zero,SAT,1996,Adventure,Sega,0.41
5434,Fade to Black,PS,1996,Action,Electronic Arts,0.34
8662,FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.16
3276,Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.62
3487,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0.58
9695,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0.12
2689,Formula 1,PS,1996,Racing,Psygnosis,0.76
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.14
6899,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0.24
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0.27
6788,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.24
13417,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0.05
10340,Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.11
14595,Grid Runner,PS,1996,Action,Virgin Interactive,0.03
6302,Gunship,PS,1996,Simulation,Microprose,0.27
